Fixed 500.0,500.0,0.0,20000.0,40.0,105.5
Grav 377.58392,474.42743,0.0,1.0,16.0,5.0674562,-5.8845067,0.0,239.16667
Grav 612.4747,515.1686,0.0,1.0,16.0,-5.841165,5.2759438,0.0,237.5
Grav 539.5281,721.4221,0.0,1.0,16.0,-3.0426807,4.4249387,5.0,225.33333
Grav 586.6104,640.1573,0.0,1.0,16.0,6.4177895,-2.2694788,15.0,170.0
Grav 242.3743,754.4275,0.0,1.0,16.0,-2.5125985,-1.9869404,0.0,94.333336
Grav 456.50778,636.6375,0.0,1.0,16.0,-8.793516,0.80103785,3.0,12.333333
Grav 449.0483,761.3675,0.0,1.0,16.0,-4.8299937,-0.080984056,8.0,124.833336
Grav 283.71255,476.51636,0.0,1.0,16.0,-2.4048367,-5.5439234,0.0,43.0
Grav 467.64667,564.4965,0.0,1.0,16.0,-13.668732,2.3334649,0.0,241.0
